,Latitude,Longitude,Position time,velocity
1,43.078540000000004,5.98457,10:47:58,0.08308813301135337
2,43.07882,5.9846900000000005,10:52:56,0.10951220014665104
3,43.07907,5.98487,10:57:57,0.1043798870026463
4,43.07926,5.985040000000001,11:02:55,0.08471983962358484
5,43.079440000000005,5.98519,11:07:56,0.07786893525058698
6,43.07965,5.9853,11:12:55,0.08364371299227068
7,43.0798,5.98534,11:17:53,0.05704029886066637
8,43.07994,5.98538,11:22:54,0.05284932653995397
9,43.08011,5.9854,11:28:31,0.05631677846483151
10,43.08018,5.98538,11:32:54,0.030242669786165792
11,43.08027,5.98536,11:37:51,0.03414711209082061
12,43.08036,5.98532,11:42:51,0.035083110391950736
13,43.08047,5.98525,11:47:48,0.04542875515526377
14,43.08054,5.98519,11:52:48,0.030620242241404645
15,43.08061,5.98515,11:57:48,0.0281234352528344
16,43.0807,5.98508,12:02:45,0.03876511702442135
17,43.0808,5.98506,12:07:43,0.03772158701141615
18,43.080870000000004,5.985040000000001,12:12:42,0.02660139938353363
19,43.080940000000005,5.98502,12:17:41,0.02660139811762694
20,43.08105,5.985,12:22:37,0.04169829932162033
21,43.08116,5.985,12:27:54,0.038597103014262224
22,43.08125,5.98497,12:32:36,0.03653581535640963
23,43.08133,5.98495,12:37:29,0.030872057352522166
24,43.081379999999996,5.98495,12:42:29,0.01853830553609548
25,43.08146,5.98493,12:47:27,0.030354067735015387
26,43.08155,5.98491,12:52:28,0.033693311802436586
27,43.08165,5.98493,12:57:26,0.037721576075287935
28,43.081759999999996,5.985,13:02:30,0.04438253227857886
29,43.08186,5.985040000000001,13:07:28,0.038885747028968194
30,43.081990000000005,5.98515,13:12:28,0.056661463749527186
31,43.082029999999996,5.98515,13:17:28,0.01483064442793299
32,43.0821,5.98519,13:22:26,0.028312080997812947
33,43.082209999999996,5.98525,13:27:58,0.03967012662118711
34,43.08228,5.9853,13:32:27,0.03264667882704593
